host_protein	abbreviated_data_source	is_experimental	data_source	acquisition_method	prioritized_for_pathway_analysis	do_ppi_expansion	source_specific_score	source_specific_score_type	activation	activation_type	metadata
EIF2AK4	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:viral translation; 2nd by feature importance FigS4;role:sensitization_anti-viral
PSME3	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
PIAS1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
POP5	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
DDX42	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
DOLK	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
ATRX	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
DENR	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:viral translation;role:sensitization_anti-viral
PCPB2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:viral translation;role:sensitization_anti-viral
MCTS1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:viral translation;role:sensitization_anti-viral
SSB	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:viral translation;role:sensitization_anti-viral
EIF3L	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:viral translation;role:sensitization_anti-viral
RBBP4	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:NURF complex;role:sensitization_anti-viral
SMARCA1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:NURF complex;role:sensitization_anti-viral
HMGXB4	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:NURF complex;role:sensitization_anti-viral
GTF2H3	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:TFIIH holo complex;role:sensitization_anti-viral
GTF2H4	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:TFIIH holo complex;role:sensitization_anti-viral
MMS19	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:TFIIH holo complex;role:sensitization_anti-viral
CCNH	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:TFIIH holo complex;role:sensitization_anti-viral
ERCC2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:TFIIH holo complex;role:sensitization_anti-viral
ERCC3	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:TFIIH holo complex;role:sensitization_anti-viral
CDK7	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:TFIIH holo complex;role:sensitization_anti-viral
MNAT1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:TFIIH holo complex;role:sensitization_anti-viral
GTFH1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:TFIIH holo complex;role:sensitization_anti-viral
GEMIN8	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SMN complex;role:sensitization_anti-viral
GEMIN2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SMN complex;role:sensitization_anti-viral
DDX20	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SMN complex;role:sensitization_anti-viral
ZPR1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SMN complex;role:sensitization_anti-viral
GEMIN5	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SMN complex;role:sensitization_anti-viral
GEMIN7	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SMN complex;role:sensitization_anti-viral
STRAP	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SMN complex;role:sensitization_anti-viral
GEMIN6	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SMN complex;role:sensitization_anti-viral
EP300	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
HAT1	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
KAT2A	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
KAT2B	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
KAT5	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
KAT6A	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
KAT6B	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
KAT7	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
KAT8	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
NAA60	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
RBBP7	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
CREBBP	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
ATF2	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
TAF1	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
NAA40	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
NCOA1	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
NCOA3	hostprot_hats	False	Tudor I. Oprea, MD, PhD (TIO), Tim Willson (TW), PhD	TIO, TW	True	False	na	na	na	na	na
ADA	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
ADK	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
ADORA1	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
CDA	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
DNMT1	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
DPP4	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
FLT3	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
GHSR	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
HINT1	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
IARS1	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
MAPK14	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
MDM2	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
NCOA3	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
P2RX1	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
P2RX3	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
P2RX4	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
P2RY2	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
P2RY4	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
POLA	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
PRKAR1A	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
SLC28A1	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
SLC28A3	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
SLC29A1	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
SLC29A2	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
SLC29A3	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
SLC5A7	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
TDP1	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
TMIGD3	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
TRPM4	dti_jm_nhc	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
ADRA1D	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
APP	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
BACE1	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
CHRM2	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
DHFR	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
MPO	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
NQO2	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
PRNP	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
TLR7	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
TLR8	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
TLR9	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
TRAF3	dti_jm_hcq	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
KLK1	dti_jm_cam	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
PLG	dti_jm_cam	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
PRSS1	dti_jm_cam	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
SLC47A1	dti_jm_cam	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
TPSAB1	dti_jm_cam	False	Prediction by Jordi Mestres, PhD (JM)	File shared by JM	False	True	na	na	na	na	source:dti
