uniprot	gene
Q8N2G8	GHDC
Q7RTR2	NLRC3
P23677	ITPKA
A6NDK9	GOLGA6C
A0A1B0GVH6	C13orf42
Q96N21	TEPSIN
Q9BQY9	DBNDD2
Q9Y2B9	PKIG
Q6ZSZ5	ARHGEF18
P0C0L4	C4A
Q16760	DGKD
Q9BYR5	KRTAP4-2
A0A1B0GVK7	FAM240A
Q96P15	SERPINB11
Q9BU79	TMEM243
Q9H1J7	WNT5B
Q9NZD1	GPRC5D
Q96Q35	FLACC1
Q8NEA4	FBXO36
Q7Z602	GPR141
Q8IZP2	ST13P4
Q9BUB7	TMEM70
Q02577	NHLH2
Q15619	OR1C1
P00750	PLAT
A6NMS7	LRRC37A
P51798	CLCN7
Q8TDW7	FAT3
Q9BPW9	DHRS9
P60006	ANAPC15
Q92567	FAM168A
Q9H8M7	MINDY3
Q8IXL7	MSRB3
A0A2R8Y4Y8	OOSP4B
P61106	RAB14
O14717	TRDMT1
Q9H0M4	ZCWPW1
P12724	RNASE3
P62273	RPS29
A6NGE7	URAD
Q8IWU4	SLC30A8
Q92914	FGF11
P57789	KCNK10
Q8N4E7	FTMT
O95197	RTN3
Q8N2N9	ANKRD36B
O15226	NKRF
Q8IZ57	NRSN1
Q6ZN08	ZNF66
P22830	FECH
F5H4B4	FAM227A
P0CAP2	POLR2M
Q92529	SHC3
P59551	TAS2R60
P52961	ART1
P34096	RNASE4
Q99966	CITED1
Q9HB29	IL1RL2
Q02750	MAP2K1
Q6NW34	NEPRO
O60488	ACSL4
O00587	MFNG
Q9NY84	VNN3
Q6P5Q4	LMOD2
P51959	CCNG1
Q96ST8	CEP89
P0CB33	ZNF735
Q712K3	UBE2R2
Q86Y97	KMT5C
Q96G27	WBP1
Q8N9H6	C8orf31
Q9Y337	KLK5
Q8TCG5	CPT1C
Q9H2A3	NEUROG2
Q9NVZ3	NECAP2
Q9Y5Q6	INSL5
Q8NH64	OR51A7
O95171	SCEL
Q86VI1	EXOC3L1
P30305	CDC25B
Q9HAF1	MEAF6
Q96HA7	TONSL
O60462	NRP2
O94830	DDHD2
Q9BXT2	CACNG6
Q9H0W5	CCDC8
Q5T5M9	CCNJ
O75503	CLN5
P01880	IGHD
Q00G26	PLIN5
Q07699	SCN1B
D6RBM5	USP17L23
Q9Y4U1	MMACHC
Q99788	CMKLR1
Q5EBL8	PDZD11
Q76I76	SSH2
Q9NW97	TMEM51
Q96QT4	TRPM7
Q8N888	BCORP1
A0A0J9YX35	IGHV3-64D
Q9NXR8	ING3
Q00796	SORD
P33908	MAN1A1
Q5T6R2	TPTE2P1
P27169	PON1
Q12999	TSPAN31
Q01534	TSPY1
P61581	ERVK-24
Q96S42	NODAL
Q5VU13	SNHG28
Q5VU13	VSIG8
P43003	SLC1A3
C9JJ37	BTBD19
Q9Y5B8	NME7
Q9H8G2	CAAP1
Q8N114	SHISA5
P12268	IMPDH2
Q9UMR5	PPT2
Q96SK3	ZNF607
Q9UBN4	TRPC4
O94804	STK10
O14657	TOR1B
O75317	USP12
Q9UH92	MLX
Q8IVK1	GLYCAM1
Q96QE4	LRRC37B
Q8NGY1	OR10Z1
Q9Y675	SNURF
A0A0J9YX75	TRBV6-9
Q9Y3P9	RABGAP1
Q9H299	SH3BGRL3
Q8IYJ0	PIANP
Q9BYP7	WNK3
Q8TDY4	ASAP3
P54652	HSPA2
Q13075	NAIP
Q7RTY3	PRSS45P
Q9NXT0	ZNF586
Q9Y623	MYH4
P54793	ARSF
Q6ZN18	AEBP2
P10323	ACR
Q96F81	DISP1
Q9NYA4	MTMR4
Q8WUP2	FBLIM1
O75388	GPR32
O14757	CHEK1
Q9NPC1	LTB4R2
A6NDX5	ZNF840P
Q01105	SET
Q6PI26	SHQ1
Q8N8E1	MAPKAPK5-AS1
A6NEM1	GOLGA6L9
Q9BUN1	MENT
O96001	PPP1R17
P55064	AQP5
Q9HBR0	SLC38A10
P35226	BMI1
Q7Z7K2	ZNF467
Q6ZSU1	CYP2G1P
P0C7L1	SPINK8
A4QPH2	PI4KAP2
Q96MI9	AGBL1
Q8IVH4	MMAA
Q8NHB7	OR5K1
Q8NA92	THAP8
Q96M15	IGF2BP2-AS1
Q3SYA9	POM121L1P
P31040	SDHA
P08582	MELTF
Q9NZP0	OR6C3
O14867	BACH1
Q6NUJ5	PWWP2B
Q8NDV7	TNRC6A
P20800	EDN2
Q14679	TTLL4
Q86UK5	EVC2
P38935	IGHMBP2
P39656	DDOST
O95202	LETM1
Q9BVG4	PBDC1
O43677	NDUFC1
A6NEY8	PRORSD1P
Q8NDC0	MAPK1IP1L
Q9NYP9	MIS18A
P68400	CSNK2A1
P0CE71	OCM2
Q9BR46	SCP2D1-AS1
Q04637	EIF4G1
B4DS77	SHISA9
Q2T9L4	INSYN1
Q8NFP7	NUDT10
Q8NH49	OR4X1
Q6PDB4	ZNF880
Q15431	SYCP1
P09341	CXCL1
Q96C28	ZNF707
P16455	MGMT
P51149	RAB7A
Q96P31	FCRL3
Q15256	PTPRR
Q8ND82	ZNF280C
P0DJ93	SMIM13
Q9UER7	DAXX
O43615	TIMM44
Q9UI95	MAD2L2
Q6ZYL4	GTF2H5
Q8IWQ3	BRSK2
Q96M27	PRRC1
P55072	VCP
A1XBS5	FAM92A
P48169	GABRA4
Q15743	GPR68
Q96G21	IMP4
Q9UK76	JPT1
Q16653	MOG
P48066	SLC6A11
O60813	PRAMEF11
Q9UBF8	PI4KB
A6NIH7	UNC119B
Q9P013	CWC15
Q9Y575	ASB3
P09326	CD48
Q09666	AHNAK
Q16143	SNCB
Q9P2G1	ANKIB1
D6RGX4	FAM90A26
Q9H7L9	SUDS3
Q5T753	LCE1E
Q9Y4J8	DTNA
A6NF34	ANTXRL
O75897	SULT1C4
P52815	MRPL12
Q8NBZ9	NEXN-AS1
Q8NGJ6	OR51A4
O00519	FAAH
Q76LX8	ADAMTS13
Q8IXK0	PHC2
Q9NQW8	CNGB3
O43665	RGS10
Q86YL7	PDPN
Q9HC29	NOD2
Q9P2H0	CEP126
P30876	POLR2B
O43395	PRPF3
Q15020	SART3
Q9H9V9	JMJD4
Q9NYZ2	SLC25A37
O75177	SS18L1
O43561	LAT
P58743	SLC26A5
Q96CT7	CCDC124
Q05315	CLC
Q4V9L6	TMEM119
Q96RR4	CAMKK2
Q92482	AQP3
Q99729	HNRNPAB
Q5TZK3	FAM74A4
Q5TZK3	FAM74A6
O14646	CHD1
Q9Y5X0	SNX10
Q7Z2V1	C16orf82
Q9BWW8	APOL6
Q8N693	ESX1
P0DKV0	SPATA31C1
Q6K0P9	PYHIN1
B7ZAQ6	GPR89A
Q13461	FOXE3
Q6P1X5	TAF2
P37837	TALDO1
Q96J66	ABCC11
P24530	EDNRB
Q7Z2K6	ERMP1
Q9NX09	DDIT4
Q93077	H2AC6
Q5U649	C12orf60
Q00978	IRF9
Q8WWB5	PIH1D2
Q9UL33	TRAPPC2L
Q9Y275	TNFSF13B
O95292	VAPB
O76002	OR2J2
Q969V1	MCHR2
P59780	AP3S2
Q9NZC7	WWOX
Q5VZY2	PLPP4
Q93070	ART4
Q9UEE9	CFDP1
Q8WZ75	ROBO4
Q9UHJ3	SFMBT1
Q00994	BEX3
Q9HBY8	SGK2
Q86VS3	IQCH
Q9H322	VCX2
Q9Y6I4	USP3
A1A5B4	ANO9
E0CX11	STMP1
Q12962	TAF10
Q8IVF5	TIAM2
Q9UMQ3	BARX2
Q9Y6M0	PRSS21
Q9NTG7	SIRT3
Q9BXH1	BBC3
P48668	KRT6C
Q9Y4X3	CCL27
A5X5Y0	HTR3E
Q9BXJ8	TMEM120A
Q9C0C6	CIPC
Q9BXU0	TEX12
Q6NSI8	KIAA1841
H3BV60	TGFBR3L
P0DMC3	APELA
O00472	ELL2
Q969X5	ERGIC1
Q9NP81	SARS2
Q9Y2I7	PIKFYVE
P51571	SSR4
O76075	DFFB
Q6TDU7	CASC1
Q9NX08	COMMD8
O15523	DDX3Y
A4D1S5	RAB19
P0DPK2	H3Y1
Q8IYD2	KLHDC8A
Q86UX7	FERMT3
Q9C030	TRIM6
P52742	ZNF135
Q13185	CBX3
Q15569	TESK1
Q15762	CD226
Q12815	TROAP
Q1MSJ5	CSPP1
A6NEY3	GOLGA6L3
P04070	PROC
Q16654	PDK4
P11684	SCGB1A1
O95807	TMEM50A
P0DMQ5	INAFM2
Q92506	HSD17B8
A0A075B6K6	IGLV4-3
P21695	GPD1
Q5JQS6	GCSAML
Q9UKQ9	KLK9
O75882	ATRN
Q8IV03	LURAP1L
O75845	SC5D
Q92610	ZNF592
P51157	RAB28
P49327	FASN
P58557	YBEY
P49069	CAMLG
P43487	RANBP1
Q9P003	CNIH4
Q9BZR8	BCL2L14
Q8N2A8	PLD6
Q9NTN3	SLC35D1
H3BTG2	TEX46
Q9NT62	ATG3
Q8IZF2	ADGRF5
A4D1B5	GSAP
A8MXJ8	FAM90A5P
O43314	PPIP5K2
E9PQX1	TMEM262
Q9BSF8	BTBD10
Q9BWM7	SFXN3
Q8WTQ1	DEFB104A
Q8WTQ1	DEFB104B
P56182	RRP1
Q9BZZ2	SIGLEC1
P52298	NCBP2
Q9Y2D2	SLC35A3
Q8IUB3	WFDC10B
Q9BXS4	TMEM59
Q8N2M4	TMEM86A
P02760	AMBP
P98155	VLDLR
Q6ZS86	GK5
Q13873	BMPR2
P07315	CRYGC
P31994	FCGR2B
Q12974	PTP4A2
Q13490	BIRC2
Q9H0R8	GABARAPL1
Q8NF86	PRSS33
Q8N8L2	ZNF491
Q9UN74	PCDHA4
P11498	PC
P35452	HOXD12
Q8NHQ9	DDX55
Q9UKT5	FBXO4
Q9NUM4	TMEM106B
Q13751	LAMB3
Q8NEC7	GSTCD
Q9Y2G7	ZFP30
P00374	DHFR
Q6IF82	OR4A47
Q86SG3	DAZ4
Q96E14	RMI2
Q99895	CTRC
Q96KE9	BTBD6
P56748	CLDN8
Q99538	LGMN
Q96H55	MYO19
P12236	SLC25A6
P26368	U2AF2
P06748	NPM1
Q969M2	GJA10
C9JRZ8	AKR1B15
Q9Y5P6	GMPPB
A0A0A6YYG2	TRBV6-6
P16220	CREB1
Q86T65	DAAM2
Q6ISB3	GRHL2
Q8N6H7	ARFGAP2
P49716	CEBPD
Q86YB7	ECHDC2
Q9UNE2	RPH3AL
A6NMB1	SIGLEC16
O43772	SLC25A20
Q16540	MRPL23
P52740	ZNF132
P23526	AHCY
Q9UJM3	ERRFI1
Q99459	CDC5L
Q9BYQ2	KRTAP9-4
P49137	MAPKAPK2
P11388	TOP2A
P18124	RPL7
Q9C0J8	WDR33
Q92748	THRSP
O76003	GLRX3
B1ATL7	PRR32
Q96MT7	CFAP44
Q14008	CKAP5
Q96KG9	SCYL1
Q6UXN8	CLEC9A
Q8NGA2	OR7A2P
P30530	AXL
Q5T2Q4	CCNYL2
Q5VTE0	EEF1A1P5
Q3LI68	KRTAP22-2
Q8N0X7	SPART
P31930	UQCRC1
Q6ZN19	ZNF841
Q9H7R5	ZNF665
Q6ZRP0	PRR23C
P25789	PSMA4
P02787	TF
O75319	DUSP11
Q96RI0	F2RL3
Q9UBQ6	EXTL2
Q9Y4M8	LINC00588
Q9C0H6	KLHL4
Q6ZS17	RIPOR1
Q14147	DHX34
Q14695	KIAA0087
Q99578	RIT2
Q92522	H1-10
Q8N9R0	LINC00304
Q6UW63	POGLUT2
F8WFD2	NPIPA3
P0DPK5	H3Y2
Q8TDN6	BRIX1
P12830	CDH1
Q96JE7	SEC16B
O43791	SPOP
G9CGD6	CNK3/IPCEF1
P25063	CD24
P0CL83	STAG3L1
Q3LI63	KRTAP20-1
Q5SZD4	GLYATL3
A0A5B9	TRBC2
P34932	HSPA4
Q13522	PPP1R1A
Q96MC4	CEP295NL
O60711	LPXN
Q58A44	PCOTH
Q5HYJ3	FAM76B
Q8IZ21	PHACTR4
P46776	RPL27A
Q9Y5Y7	LYVE1
Q13308	PTK7
P06319	IGLV6-57
Q9NUD5	ZCCHC3
Q92187	ST8SIA4
P63136	ERVK-25
P15923	TCF3
Q6NT89	TRNP1
P23786	CPT2
Q5T5U3	ARHGAP21
A8MQB3	LINC02693
Q8N8A8	FAM169B
Q8NGA1	OR1M1
Q8TB45	DEPTOR
Q13889	GTF2H3
Q7Z6G3	NECAB2
Q504Q3	PAN2
Q86U10	ASPG
Q92786	PROX1
O95267	RASGRP1
Q96IF1	AJUBA
C9JLR9	C11orf95
O60645	EXOC3
P61619	SEC61A1
Q92537	SUSD6
Q9BX68	HINT2
Q9BRU2	TCEAL7
Q3C1V0	MS4A18
O00744	WNT10B
Q15695	ZRSR2P1
Q99680	GPR22
Q8N3U4	STAG2
Q14CM0	FRMPD4
O14599	BPY2
O14599	BPY2B
O14599	BPY2C
Q7Z6W7	DNAJB7
Q86WH2	RASSF3
Q9Y597	KCTD3
P30939	HTR1F
Q9NUG6	PDRG1
P63244	RACK1
Q14D33	RTP5
Q9P0L9	PKD2L1
Q9Y2P4	SLC27A6
P51795	CLCN5
P01761	IGHV1-69
Q8NDA2	HMCN2
P01583	IL1A
Q8NFU4	FDCSP
Q99990	VGLL1
P19622	EN2
Q7Z5S9	TMEM144
P15391	CD19
P56915	GSC
Q9H497	TOR3A
Q6ZTU2	EP400P1
Q8N841	TTLL6
P0CB48	UBTFL6
Q8TE59	ADAMTS19
O43709	BUD23
Q96BH3	ELSPBP1
O95168	NDUFB4
Q15195	PLGLA
P13726	F3
Q4W5G0	TIGD2
O76013	KRT36
O95427	PIGN
Q96JA1	LRIG1
O43543	XRCC2
O14558	HSPB6
Q76KX8	ZNF534
Q9NSI8	SAMSN1
P04424	ASL
Q8IWU2	LMTK2
Q5GLZ8	HERC4
Q8NGK6	OR52I1
O00341	SLC1A7
Q8NB66	UNC13C
Q8N5S1	SLC25A41
P09884	POLA1
P40222	TXLNA
Q9UBN7	HDAC6
B7ZAP0	RABGAP1L
Q9UQ52	CNTN6
Q6AI08	HEATR6
Q86TI0	TBC1D1
O76031	CLPX
Q12870	TCF15
P23582	NPPC
A0A0B4J1X8	IGHV3-43
Q15758	SLC1A5
Q8N661	TMEM86B
P13667	PDIA4
Q8IYM2	SLFN12
P09668	CTSH
O75688	PPM1B
Q9H857	NT5DC2
O75820	ZNF189
Q13363	CTBP1
Q5JPH6	EARS2
Q8IX06	REXO1L1P
Q8NGY0	OR10X1
P35498	SCN1A
Q8WZ79	DNASE2B
O60294	LCMT2
Q96MW7	TIGD1
O00462	MANBA
Q9H9K5	ERVMER34-1
Q6ZN16	MAP3K15
P20941	PDC
P11021	HSPA5
Q66LE6	PPP2R2D
O15417	TNRC18
Q8WV44	TRIM41
P50851	LRBA
Q9Y4A9	OR10H1
P12980	LYL1
Q9H2W6	MRPL46
P08567	PLEK
Q7L2K0	TEDC2
Q9UBC3	DNMT3B
P13688	CEACAM1
Q8N945	PRELID2
Q9Y2M2	SSUH2
A0A5B6	TRBV28
P51460	INSL3
A6NLE4	SMIM23
P56539	CAV3
Q9NXL2	ARHGEF38
Q9UMR2	DDX19B
Q6NTF9	RHBDD2
Q96IT6	ARHGAP5-AS1
Q9NPB1	NT5M
P57721	PCBP3
A0A0K0K1C4	TRBV27
P52198	RND2
Q86UU0	BCL9L
Q2NKJ3	CTC1
Q86XJ0	CALHM3
Q86TD4	SRL
Q8NGH5	OR56A1
P20645	M6PR
Q5T2N8	ATAD3C
Q9HC98	NEK6
P47712	PLA2G4A
Q6NXS1	PPP1R2B
Q9NRS4	TMPRSS4
Q66K64	DCAF15
Q9Y2B0	CNPY2
P35354	PTGS2
Q9BUI4	POLR3C
P01023	A2M
Q08397	LOXL1
Q6P4A8	PLBD1
P05451	REG1A
P06317	IGLV6-57
A4D256	CDC14C
P55010	EIF5
P80108	GPLD1
Q76NI1	KNDC1
P14672	SLC2A4
Q14999	CUL7
O15520	FGF10
P51948	MNAT1
O14980	XPO1
P57738	TCTA
Q9UKW6	ELF5
O15155	BET1
O14668	PRRG1
P29322	EPHA8
Q9HCH5	SYTL2
P13073	COX4I1
Q9NZW5	MPP6
P00747	PLG
P62841	RPS15
Q9H583	HEATR1
Q9UBU8	MORF4L1
A5A3E0	POTEF
Q8NH55	OR52E5
Q6P2C0	WDR93
K7EIQ3	ZNF561-AS1
Q7Z7C7	STRA8
P52954	LBX1
P01604	IGKV1-5
Q5TGY1	TMCO4
Q96PE5	OPALIN
Q14593	ZNF273
Q13155	AIMP2
O95264	HTR3B
Q00973	B4GALNT1
Q7Z4J2	GLT6D1
Q14722	KCNAB1
Q9Y6F1	PARP3
P15941	MUC1
Q9BZ71	PITPNM3
Q9P2F8	SIPA1L2
Q14493	SLBP
Q9BUL9	RPP25
Q9UJW0	DCTN4
Q13601	KRR1
P30533	LRPAP1
O95149	SNUPN
Q8WVF2	UCMA
Q03181	PPARD
Q8TF45	ZNF418
Q9Y6W6	DUSP10
D6RIA3	C4orf54
Q09019	DMWD
Q13488	TCIRG1
Q9UNH6	SNX7
Q14849	STARD3
Q8N0Y2	ZNF444
P19957	PI3
Q93073	SECISBP2L
P01765	IGHV3-23
Q8NGF8	OR4B1
Q9GZN7	ROGDI
Q9H7Y0	DIPK2B
Q92731	ESR2
Q8IY33	MICALL2
Q9Y287	ITM2B
Q86T03	PIP4P1
Q15223	NECTIN1
Q9BZV1	UBXN6
P49748	ACADVL
Q7Z4W1	DCXR
Q6TDP4	KLHL17
P80297	MT1X
Q96HQ0	ZNF419
P60033	CD81
Q5JPE7	NOMO2
P85037	FOXK1
Q75T13	PGAP1
Q6ZUT1	NKAPD1
P42702	LIFR
Q6P988	NOTUM
Q13127	REST
Q86YS3	RAB11FIP4
Q15648	MED1
Q0VDD8	DNAH14
Q8IVN3	MUSTN1
Q86SQ7	SDCCAG8
Q9Y227	ENTPD4
Q96D46	NMD3
F8WBI6	GOLGA8N
O43520	ATP8B1
Q9BZB8	CPEB1
Q12846	STX4
Q8TCU4	ALMS1
Q2KHR2	RFX7
Q9Y5K2	KLK4
A6NC62	RBAKDN
Q6NSI3	FAM53A
Q8N7G0	POU5F2
O00141	SGK1
Q9BZX4	ROPN1B
A6NFL8	GOLGA6L9
Q7Z4W2	LYZL2
Q9GZK3	OR2B2
Q13163	MAP2K5
Q8IWB1	ITPRIP
P02647	APOA1
Q6DHV5	CC2D2B
P24043	LAMA2
Q5JWR5	DOP1A
P0DOY2	IGLC2
A8MT65	ZNF891
Q9BYS8	LRRC2
Q6XQN6	NAPRT
Q96DT5	DNAH11
P18545	PDE6G
Q8WZ04	LRTOMT
Q9ULV3	CIZ1
Q9Y238	DLEC1
P11362	FGFR1
Q6ZVX9	PAQR9
Q96DG6	CMBL
O14626	GPR171
Q5T200	ZC3H13
Q15198	PDGFRL
Q15773	MLF2
Q6ZU65	UBN2
Q5QFB9	PAPPA-AS1
P43351	RAD52
O00476	SLC17A3
O95006	OR2F2
Q7LG56	RRM2B
O75022	LILRB3
Q9BXI2	SLC25A2
O00303	EIF3F
Q9UIW2	PLXNA1
Q8NG27	PJA1
O14950	MYL12B
Q92569	PIK3R3
P35398	RORA
Q9HBH1	PDF
Q99884	SLC6A7
Q9H3P7	ACBD3
Q6ZR52	ZNF493
Q9H2E6	SEMA6A
Q6ZUF6	LINC00336
Q5SZJ8	BEND6
Q9UHH9	IP6K2
Q9Y236	OSGIN2
Q96SC8	DMRTA2
P0C7X5	ZNF806
Q15583	TGIF1
Q9NR80	ARHGEF4
Q6UXX5	ITIH6
Q9NU22	MDN1
Q7Z3B0	SMIM15
O60725	ICMT
Q8NEM2	SHCBP1
O43482	OIP5
P18859	ATP5PF
Q9NQV8	PRDM8
P36402	TCF7
Q9UG56	PISD
P0C7H9	USP17L7
P57768	SNX16
P60201	PLP1
P41968	MC3R
Q9P2X7	DELEC1
P36957	DLST
Q9H0U4	RAB1B
Q9Y5G5	PCDHGA8
O00204	SULT2B1
Q96CU9	FOXRED1
Q96J86	CYYR1
Q8IY21	DDX60
Q4G0U5	CFAP221
Q3LI67	KRTAP6-3
Q9NQA3	WASH6P
O95718	ESRRB
Q8IUC3	KRTAP7-1
Q6UXQ8	UNQ6190/PRO20217
Q96S52	PIGS
Q96G46	DUS3L
Q96A54	ADIPOR1
Q1L5Z9	LONRF2
P28290	ITPRID2
O94874	UFL1
P35462	DRD3
Q8NBB2	ST20-AS1
Q8WW43	APH1B
Q14247	CTTN
Q14582	MXD4
Q9Y5Q5	CORIN
O75947	ATP5PD
Q96EY1	DNAJA3
P04207	IGKV3-15
Q8NDB6	FAM156A
Q8NDB6	FAM156B
O15120	AGPAT2
Q5W0U4	BSPRY
Q02539	H1-1
O00624	SLC17A2
P24462	CYP3A7
Q9BV57	ADI1
O43815	STRN
Q9H091	ZMYND15
P16403	H1-2
Q6EBC2	IL31
P62330	ARF6
P0C874	SPATA31D3
Q86VE0	MYPOP
Q6UXV1	IZUMO2
Q9Y3R4	NEU2
Q99442	SEC62
Q99594	TEAD3
Q2M2Z5	KIZ
Q5TDP6	LGSN
Q9NW81	DMAC2
O43866	CD5L
Q14330	GPR18
Q96BZ8	LENG1
Q96E29	MTERF3
Q13526	PIN1
P62861	FAU
Q5T3Y7	BVES-AS1
Q96M02	C10orf90
O14944	EREG
O14879	IFIT3
Q01813	PFKP
Q5PT55	SLC10A5
O75333	TBX10
Q7Z3V5	ZNF571
Q96I24	FUBP3
Q9NS37	CREBZF
P45983	MAPK8
Q9UHQ4	BCAP29
O15209	ZBTB22
Q9UQR1	ZNF148
P52789	HK2
O95922	TTLL1
Q9BRP7	FDXACB1
P42768	WAS
P43652	AFM
Q9BRQ6	CHCHD6
Q16609	LPAL2
Q9NUX5	POT1
P23510	TNFSF4
Q32M92	C15orf32
P0CJ85	DUX4L2
Q6DN72	FCRL6
O60507	TPST1
P69891	HBG1
P57057	SLC37A1
Q96GX1	TCTN2
Q8N2Z9	CENPS
Q8N108	MIER1
Q15599	SLC9A3R2
P56278	MTCP1
Q8TAD8	SNIP1
Q17RM4	CCDC142
Q93015	NAA80
B7ZC32	KIF28P
Q969L2	MAL2
P04435	TRBV7-9
Q08AG5	ZNF844
Q99618	CDCA3
P49863	GZMK
Q9Y312	AAR2
P60321	NANOS2
Q9BQG1	SYT3
Q9Y6K5	OAS3
O75508	CLDN11
Q9BVQ7	SPATA5L1
Q6NZ63	STEAP1B
Q6ZW31	SYDE1
P17036	ZNF3
Q7Z6M4	MTERF4
Q9Y534	CSDC2
P86791	CCZ1
Q8NCQ3	LINC00301
Q8WU43	C2orf15
P29460	IL12B
Q96SB8	SMC6
Q5JT82	KLF17
Q8IVB5	LIX1L
Q9Y6U7	RNF215
O00124	UBXN8
Q9Y3R5	DOP1B
Q99536	VAT1
Q9H116	GZF1
A6NKD9	CCDC85C
Q13190	STX5
P16442	ABO
Q9BXU9	CALN1
Q8IV16	GPIHBP1
O43497	CACNA1G
Q5EB52	MEST
Q6ZPD8	DGAT2L6
Q09328	MGAT5
P42785	PRCP
Q9H4K1	RIBC2
O75334	PPFIA2
Q96E66	LRTOMT
O14543	SOCS3
H0YL09	UBE2Q2L
P0CB47	UBTFL1
Q53SF7	COBLL1
Q6NXP6	NOXRED1
Q9UNP4	ST3GAL5
Q6V0L0	CYP26C1
Q13477	MADCAM1
Q9Y530	OARD1
A6NDY0	PABPN1L
O43252	PAPSS1
P0DMS9	TMIGD3
Q9H0E7	USP44
Q9UIA9	XPO7
Q96MM3	ZFP42
O75290	ZNF780A
Q16538	GPR162
Q86WR0	CCDC25
A0A286YF01	SCYGR7
Q8IYQ7	THNSL1
P31371	FGF9
P48643	CCT5
P01597	IGKV1-39
O95167	NDUFA3
P18615	NELFE
Q9UHD2	TBK1
A6NJT0	UNCX
Q12952	FOXL1
P01210	PENK
O95832	CLDN1
Q96HA8	NTAQ1
Q16534	HLF
Q9H4I0	RAD21L1
Q6UX39	AMTN
Q9UBT7	CTNNAL1
Q96BN6	FAM149B1
Q9UDR5	AASS
A6NJ46	NKX6-3
Q7L8C5	SYT13
Q9BRT9	GINS4
Q92956	TNFRSF14
Q9H7R0	ZNF442
O60826	CCDC22
P02790	HPX
Q8NG66	NEK11
O75223	GGCT
O75832	PSMD10
Q9UKD1	GMEB2
Q15046	KARS1
Q8NDZ2	SIMC1
Q99932	SPAG8
O43309	ZSCAN12
Q9HCL2	GPAM
A6NCL2	LRCOL1
P04733	MT1F
Q96DP5	MTFMT
P35908	KRT2
P50219	MNX1
Q8NBI3	DRAXIN
Q8WVZ1	ZDHHC19
O43464	HTRA2
Q9UJN7	ZNF391
Q01362	MS4A2
Q8IU81	IRF2BP1
Q9NVM4	PRMT7
Q8N4F7	RNF175
P02746	C1QB
P31939	ATIC
P01215	CGA
P00558	PGK1
Q13239	SLA
Q9Y2M0	FAN1
Q9BTC8	MTA3
Q92766	RREB1
Q6XXX2	LINC00114
Q8N144	GJD3
Q8WZ33	MAFIP
Q6W0C5	DPPA3
Q99592	ZBTB18
Q8TC05	MDM1
Q2VPB7	AP5B1
P15927	RPA2
Q13825	AUH
A0A0U1RRN3	SPTY2D1OS
P20333	TNFRSF1B
P14091	CTSE
O75909	CCNK
A0A1B0GTY4	TEX50
A2RUR9	CCDC144A
Q8TB36	GDAP1
P26441	CNTF
Q96G25	MED8
A6NK75	ZNF98
P11274	BCR
Q7Z6K3	PTAR1
Q96T51	RUFY1
Q9BZQ8	NIBAN1
P61587	RND3
P17535	JUND
P0C7P2	RFPL3S
P0DH78	RNF224
P58549	FXYD7
Q5JTB6	PLAC9
Q9UBC1	NFKBIL1
Q9BQD1	PMCHL2
P07307	ASGR2
Q8WU58	FAM222B
P0DMW3	SMIM10L1
P29508	SERPINB3
Q9NZ01	TECR
Q86UK7	ZNF598
P01562	IFNA1
P01562	IFNA13
O60508	CDC40
O43548	TGM5
O00635	TRIM38
Q5T013	HYI
O75888	TNFSF13
P19823	ITIH2
Q6PI98	INO80C
Q9C0D4	ZNF518B
Q8N769	C14orf178
Q7Z465	BNIPL
Q96Q06	PLIN4
Q12888	TP53BP1
Q9P0S9	TMEM14C
P29728	OAS2
Q9H1K0	RBSN
O15016	TRIM66
O75063	FAM20B
Q99619	SPSB2
Q9UBJ2	ABCD2
Q8N7L0	FAM216B
Q96NT3	GUCD1
O43298	ZBTB43
O75152	ZC3H11A
P24311	COX7B
P26992	CNTFR
Q8N104	DEFB106A
Q8N104	DEFB106B
Q6ZNQ3	LRRC69
Q13402	MYO7A
P30837	ALDH1B1
Q6P7N7	TMEM81
Q9H223	EHD4
A0A0K2S4Q6	CD300H
Q12767	TMEM94
Q06278	AOX1
O60890	OPHN1
Q6PK81	ZNF773
Q7L5L3	GDPD3
Q9C099	LRRCC1
Q9Y399	MRPS2
Q8TF05	PPP4R1
Q75N90	FBN3
Q9HD20	ATP13A1
O00522	KRIT1
Q9H4P4	RNF41
P31213	SRD5A2
Q92905	COPS5
Q9H649	NSUN3
Q86VE3	SATL1
Q6XE38	SCGB1D4
Q5H9R7	PPP6R3
Q14183	DOC2A
Q9BYQ4	KRTAP9-2
A6NG13	MGAT4D
Q8IYM9	TRIM22
Q9UGM1	CHRNA9
P49721	PSMB2
Q8N7H1	LINC01465
Q9BSC4	NOL10
O15303	GRM6
Q7Z6J4	FGD2
Q12918	KLRB1
P0C869	PLA2G4B
P01213	PDYN
Q02535	ID3
Q6UWJ8	CD164L2
Q96PV7	FAM193B
Q9UKT4	FBXO5
P10074	ZBTB48
Q96L96	ALPK3
Q9NVE4	CCDC87
O95067	CCNB2
Q86Y91	KIF18B
Q9BVR0	HERC2P3
Q3B8N2	LGALS9B
Q9H213	MAGEH1
A6NNE9	MARCHF11
Q8NGH8	OR56A4
Q9BVK8	TMEM147
P30542	ADORA1
Q8WXF0	SRSF12
A6NLP5	TTC36
Q8NGG4	OR8H1
Q969G2	LHX4
